No.|Time|Source|Destination|Protocol|Length|Info|No.|ScrapedData
241|135.339|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/partners/new/brno-komin.png HTTP/1.1|241|
242|135.355|10.0.2.15|91.239.200.182|HTTP|601|GET www.malakopanabrno.cz/img/partners/new/brno-krpole.png HTTP/1.1|242|
243|135.357|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|243|
244|135.358|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|244|
245|135.359|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|245|
246|135.36|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|246|
247|135.361|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|247|
248|135.362|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|248|
249|135.366|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|249|
250|135.381|10.0.2.15|91.239.200.182|HTTP|595|GET www.malakopanabrno.cz/img/partners/new/kzsvb.png HTTP/1.1|250|
251|135.382|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/img/partners/new/tep.png HTTP/1.1|251|
258|135.403|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.google-analytics.com.'|258|
259|135.406|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.google-analytics.com.'|259|
260|135.414|192.168.1.1|10.0.2.15|DNS|147|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|260|
261|135.43|192.168.1.1|10.0.2.15|DNS|159|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|261|
290|144.436|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|290|
291|144.437|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|291|
292|144.437|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|292|
293|144.441|192.168.1.1|10.0.2.15|DNS|485|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|293|
1|1.33|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|1|
5|6.135|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|5|
7|6.143|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|7|
8|6.145|192.168.1.1|10.0.2.15|DNS|97|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|8|
13|6.188|10.0.2.15|91.239.200.182|HTTP|727|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'|13|b'username=sdf&password=sdf
15|6.195|192.168.1.1|10.0.2.15|DNS|227|Standard response A b'maps.google.com.' 216.58.201.78|15|
19|8.581|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|19|
75|9.134|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|75|
76|9.136|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.googletagmanager.com.'|76|
77|9.152|192.168.1.1|10.0.2.15|DNS|147|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|77|
78|9.169|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.min.js HTTP/1.1|78|
80|9.217|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery-ui.min.js HTTP/1.1|80|
86|9.285|10.0.2.15|216.58.201.78|HTTP|591|GET maps.google.com/maps/api/js HTTP/1.1|86|
88|9.287|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|88|
90|9.289|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.menu.js HTTP/1.1|90|
92|9.33|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|92|
97|9.344|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.jNice.js HTTP/1.1|97|
98|9.353|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery.bookmark.js HTTP/1.1|98|
103|9.372|91.239.200.182|10.0.2.15|HTTP|295|304 Not Modified HTTP/1.1|103|
107|9.385|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.countdown.js HTTP/1.1|107|
108|9.422|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|108|
109|9.424|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|109|
113|9.427|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|113|
115|9.446|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|115|
117|9.485|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|117|
119|9.487|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|119|
121|9.492|10.0.2.15|91.239.200.182|HTTP|581|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|121|
122|9.494|10.0.2.15|91.239.200.182|HTTP|578|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|122|
125|9.554|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|125|
127|9.562|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|127|
129|9.563|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|129|
131|9.586|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|131|
133|9.588|10.0.2.15|91.239.200.182|HTTP|574|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|133|
135|9.601|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/app/js/jquery/jquery.mousewheel.js HTTP/1.1|135|
136|9.608|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/app/js/jquery/jquery.scrollPane.js HTTP/1.1|136|
139|9.631|216.58.201.78|10.0.2.15|HTTP|2914|200 OK HTTP/1.1|139|
169|9.854|10.0.2.15|142.251.36.74|HTTP|424|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|169|
171|9.886|142.251.36.74|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|171|
173|9.901|10.0.2.15|91.239.200.182|HTTP|513|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642585029_10 HTTP/1.1|173|
175|9.97|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|175|
177|9.971|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|177|
179|9.974|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|179|
181|9.976|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|181|
183|9.98|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/cordoba-06.png HTTP/1.1|183|
185|9.986|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|185|
187|10.008|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|187|
189|10.011|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/clubs/thumbs/cz-spieler-brno.png HTTP/1.1|189|
190|10.036|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/clubs/thumbs/km-prona.png HTTP/1.1|190|
193|10.07|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|193|
195|10.095|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|195|
197|10.114|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|197|
199|10.137|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|199|
201|10.14|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|201|
203|10.143|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|203|
205|10.156|10.0.2.15|91.239.200.182|HTTP|606|GET www.malakopanabrno.cz/img/clubs/thumbs/mf-nove-vinarstvi.png HTTP/1.1|205|
207|10.171|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/mfc-srandy.png HTTP/1.1|207|
209|10.192|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/img/clubs/thumbs/mk-slatina-brno.png HTTP/1.1|209|
211|10.195|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/royal-flush.png HTTP/1.1|211|
213|10.237|10.0.2.15|91.239.200.182|HTTP|610|GET www.malakopanabrno.cz/img/clubs/thumbs/sport-centrum-srbska.png HTTP/1.1|213|
215|10.239|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/clubs/thumbs/senk-okna-reds.png HTTP/1.1|215|
217|10.279|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|217|
219|10.303|10.0.2.15|91.239.200.182|HTTP|602|GET www.malakopanabrno.cz/img/clubs/thumbs/vyssi-princip.png HTTP/1.1|219|
221|10.32|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|221|
223|10.325|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|223|
225|10.345|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|225|
227|10.356|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|227|
229|10.393|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|229|
231|10.407|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-h4JyEBfjDbjXRg10.jpg HTTP/1.1|231|
232|10.412|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-iMsJxCelpv3LFuej.jpg HTTP/1.1|232|
233|10.42|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-SRb5OVpMVQZvxibB.jpg HTTP/1.1|233|
234|10.449|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-qFGzmZV1kadCGonF.jpg HTTP/1.1|234|
236|10.463|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-rgkILPHaDNB1ObNQ.jpg HTTP/1.1|236|
241|10.506|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|241|
243|10.515|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-EqLK2pwofI4kb4X5.jpg HTTP/1.1|243|
245|10.538|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|245|
247|10.561|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|247|
248|10.563|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-1MYRIGZ4GXsdbbcy.jpg HTTP/1.1|248|
249|10.564|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-ZCvDncsDOBH9FOrQ.jpg HTTP/1.1|249|
252|10.566|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|252|
254|10.578|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|254|
255|10.599|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-72x0Pw9buzWPtIMA.jpg HTTP/1.1|255|
256|10.602|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-BK3YGjVosyWD2boh.jpg HTTP/1.1|256|
259|10.605|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|259|
260|10.63|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-B0shnOr8OomQFIZk.jpg HTTP/1.1|260|
262|10.647|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|262|
264|10.691|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-SFLSzaTJEpEr47hl.jpg HTTP/1.1|264|
266|10.693|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|266|
267|10.696|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|267|
268|10.698|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|268|
269|10.702|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|269|
271|10.718|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|271|
272|10.72|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-5blGw1vSDjMJ9oy4.jpg HTTP/1.1|272|
273|10.722|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-tHWmidlVA3RiqzIj.jpg HTTP/1.1|273|
274|10.723|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/news/news-BSm8GL78cBDljz6h.jpg HTTP/1.1|274|
275|10.724|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/icons/next_matches.png HTTP/1.1|275|
277|10.726|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/img/icons/last_played.png HTTP/1.1|277|
282|10.729|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|282|
283|10.784|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/img/competitions/icon-4-sabe-liga.png HTTP/1.1|283|
285|10.798|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|285|
286|10.837|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|286|
287|10.854|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|287|
288|10.889|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|288|
289|10.891|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|289|
290|10.893|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|290|
291|10.9|10.0.2.15|91.239.200.182|HTTP|622|GET www.malakopanabrno.cz/img/competitions/icon-2-starobrno-univerzitni-liga.png HTTP/1.1|291|
292|10.908|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|292|
293|10.909|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/img/dresses/t-384.png HTTP/1.1|293|
294|10.912|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/icons/small/submit.png HTTP/1.1|294|
295|10.933|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|295|
296|10.936|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|296|
297|10.964|10.0.2.15|91.239.200.182|HTTP|596|GET www.malakopanabrno.cz/img/partners/new/simost.jpg HTTP/1.1|297|
299|10.974|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|299|
300|10.98|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|300|
301|11.008|10.0.2.15|91.239.200.182|HTTP|603|GET www.malakopanabrno.cz/img/partners/new/brno-bohunice.png HTTP/1.1|301|
302|11.009|10.0.2.15|91.239.200.182|HTTP|595|GET www.malakopanabrno.cz/img/partners/new/bystrc.png HTTP/1.1|302|
304|11.018|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|304|
305|11.032|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|305|
306|11.035|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|306|
307|11.049|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|307|
308|11.053|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|308|
309|11.089|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|309|
310|11.096|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|310|
317|11.139|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.google-analytics.com.'|317|
318|11.147|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.google-analytics.com.'|318|
319|11.155|192.168.1.1|10.0.2.15|DNS|147|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|319|
320|11.17|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.google-analytics.com.' b'www-google-analytics.l.google.com.'|320|
325|11.733|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|325|
326|11.754|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|326|
327|11.756|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|327|
328|11.775|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|328|
1|17.329|10.0.2.15|192.168.1.1|DNS|81|Standard query A b'www.malakopanabrno.cz.'|1|
2|17.332|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|2|
3|17.34|192.168.1.1|10.0.2.15|DNS|91|Standard response A b'maps.google.com.' 216.58.201.78|3|
4|17.348|192.168.1.1|10.0.2.15|DNS|97|Standard response A b'www.malakopanabrno.cz.' 91.239.200.182|4|
12|17.421|10.0.2.15|91.239.200.182|HTTP|727|POST www.malakopanabrno.cz/ HTTP/1.1b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'b'username=sdf&password=sdf&submit=p%C5%99ihl%C3%A1sit+se'|12|b'username=sdf&password=sdf
16|17.9|10.0.2.15|192.168.1.1|DNS|85|Standard query A b'vortex.data.microsoft.com.'|16|
17|17.901|10.0.2.15|192.168.1.1|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|17|
18|17.901|192.168.1.1|10.0.2.15|DNS|152|Standard response CNAME b'vortex.data.microsoft.com.' b'asimov.vortex.data.trafficmanager.net.'|18|
19|17.948|192.168.1.1|10.0.2.15|DNS|85|Standard query AAAA b'vortex.data.microsoft.com.'|19|
20|19.785|91.239.200.182|10.0.2.15|HTTP|1514|200 OK HTTP/1.1|20|
71|20.002|10.0.2.15|192.168.1.1|DNS|84|Standard query A b'www.googletagmanager.com.'|71|
72|20.002|10.0.2.15|192.168.1.1|DNS|84|Standard query AAAA b'www.googletagmanager.com.'|72|
73|20.045|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.min.js HTTP/1.1|73|
74|20.047|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery-ui.min.js HTTP/1.1|74|
81|20.092|192.168.1.1|10.0.2.15|DNS|480|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|81|
82|20.141|192.168.1.1|10.0.2.15|DNS|508|Standard response CNAME b'www.googletagmanager.com.' b'www-googletagmanager.l.google.com.'|82|
83|20.155|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|83|
85|20.237|10.0.2.15|91.239.200.182|HTTP|585|GET www.malakopanabrno.cz/app/js/jquery/jquery.menu.js HTTP/1.1|85|
89|20.248|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.jNice.js HTTP/1.1|89|
93|20.261|10.0.2.15|91.239.200.182|HTTP|589|GET www.malakopanabrno.cz/app/js/jquery/jquery.bookmark.js HTTP/1.1|93|
97|20.267|10.0.2.15|91.239.200.182|HTTP|591|GET www.malakopanabrno.cz/app/js/jquery/jquery.mousewheel.js HTTP/1.1|97|
101|20.271|91.239.200.182|10.0.2.15|HTTP|295|304 Not Modified HTTP/1.1|101|
103|20.273|10.0.2.15|91.239.200.182|HTTP|592|GET www.malakopanabrno.cz/app/js/jquery/jquery.scrollPane.js HTTP/1.1|103|
104|20.274|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.countdown.js HTTP/1.1|104|
107|20.285|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|107|
109|20.288|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|109|
111|20.293|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|111|
113|20.297|10.0.2.15|192.168.1.1|DNS|75|Standard query A b'maps.google.com.'|113|
114|20.3|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|114|
116|20.31|10.0.2.15|91.239.200.182|HTTP|590|GET www.malakopanabrno.cz/app/js/jquery/jquery.colorbox.js HTTP/1.1|116|
118|20.32|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|118|
120|20.324|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|120|
122|20.326|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/app/js/jquery/jquery.pngfix.js HTTP/1.1|122|
124|20.328|10.0.2.15|91.239.200.182|HTTP|593|GET www.malakopanabrno.cz/app/js/jquery/jquery.nivo.slider.js HTTP/1.1|124|
126|20.352|10.0.2.15|91.239.200.182|HTTP|581|GET www.malakopanabrno.cz/app/js/jquery/jquery.js HTTP/1.1|126|
127|20.355|10.0.2.15|91.239.200.182|HTTP|578|GET www.malakopanabrno.cz/app/js/swfobjects.js HTTP/1.1|127|
130|20.384|192.168.1.1|10.0.2.15|DNS|91|Standard response A b'maps.google.com.' 216.58.201.78|130|
132|20.406|10.0.2.15|91.239.200.182|HTTP|574|GET www.malakopanabrno.cz/auth/js/ankety.js HTTP/1.1|132|
134|20.417|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|134|
136|20.418|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|136|
138|20.42|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|138|
140|20.444|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|140|
142|20.446|91.239.200.182|10.0.2.15|HTTP|294|304 Not Modified HTTP/1.1|142|
146|20.451|10.0.2.15|216.58.201.78|HTTP|591|GET maps.google.com/maps/api/js HTTP/1.1|146|
148|20.454|91.239.200.182|10.0.2.15|HTTP|293|304 Not Modified HTTP/1.1|148|
150|20.505|216.58.201.78|10.0.2.15|HTTP|1484|200 OK HTTP/1.1|150|
186|20.85|10.0.2.15|192.168.1.1|DNS|79|Standard query A b'maps.googleapis.com.'|186|
187|20.873|192.168.1.1|10.0.2.15|DNS|238|Standard response A b'maps.googleapis.com.' 142.251.37.106|187|
191|20.934|10.0.2.15|142.251.37.106|HTTP|424|GET maps.googleapis.com/maps/api/mapsjs/gen_204?csp_test=true HTTP/1.1|191|
193|20.936|10.0.2.15|91.239.200.182|HTTP|512|GET www.malakopanabrno.cz/stat/stat.php?rozliseni=2560x1335&bit=24&st=1&cache=1642585226_6 HTTP/1.1|193|
195|20.944|10.0.2.15|91.239.200.182|HTTP|587|GET www.malakopanabrno.cz/img/arrows/arrow.png HTTP/1.1|195|
197|20.947|10.0.2.15|91.239.200.182|HTTP|588|GET www.malakopanabrno.cz/img/layout/bsmk.png HTTP/1.1|197|
199|20.951|10.0.2.15|91.239.200.182|HTTP|599|GET www.malakopanabrno.cz/img/clubs/thumbs/agrostroj.png HTTP/1.1|199|
201|20.955|10.0.2.15|91.239.200.182|HTTP|594|GET www.malakopanabrno.cz/img/clubs/thumbs/bkmk.png HTTP/1.1|201|
203|20.957|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/cordoba-06.png HTTP/1.1|203|
205|20.959|142.251.37.106|10.0.2.15|HTTP|680|403 Forbidden HTTP/1.1|205|
207|20.961|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|207|
209|20.962|91.239.200.182|10.0.2.15|HTTP|297|304 Not Modified HTTP/1.1|209|
211|20.986|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|211|
213|20.992|10.0.2.15|91.239.200.182|HTTP|604|GET www.malakopanabrno.cz/img/clubs/thumbs/cz-spieler-brno.png HTTP/1.1|213|
214|20.993|10.0.2.15|91.239.200.182|HTTP|598|GET www.malakopanabrno.cz/img/clubs/thumbs/km-prona.png HTTP/1.1|214|
217|20.998|10.0.2.15|91.239.200.182|HTTP|606|GET www.malakopanabrno.cz/img/clubs/thumbs/mf-nove-vinarstvi.png HTTP/1.1|217|
219|21.027|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|219|
221|21.028|91.239.200.182|10.0.2.15|HTTP|318|200 OK HTTP/1.1|221|
223|21.035|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|223|
225|21.054|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/mfc-srandy.png HTTP/1.1|225|
226|21.101|10.0.2.15|91.239.200.182|HTTP|605|GET www.malakopanabrno.cz/img/clubs/thumbs/mk-slatina-brno.png HTTP/1.1|226|
228|21.11|10.0.2.15|91.239.200.182|HTTP|600|GET www.malakopanabrno.cz/img/clubs/thumbs/royal-flush.png HTTP/1.1|228|
231|21.176|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|231|
233|21.201|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|233|
235|21.205|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|235|
237|21.208|91.239.200.182|10.0.2.15|HTTP|298|304 Not Modified HTTP/1.1|237|
239|21.22|91.239.200.182|10.0.2.15|HTTP|299|304 Not Modified HTTP/1.1|239|
